Norm SIA  , Stahlsorte Produkt, Duktilitätsklasse,f_sm [N/mm^2],f_tm [N/mm^2],f_sk [N/mm^2],f_tk [N/mm^2],e_uk [%], f_sd [N/mm^2], e_ud [%]
262 (2003),    
262 (2003),
262 (2003),
262 (2003),
162 (1989),
162 (1989),
162 (1989),
162 (1989),
162 (1989),
162 (1989),
162 (1968),

